"","var_name","var_desc","var_type","class"
"1","prim_key","prim_key",1,"character"
"2","hhid","hhid ",1,"character"
"3","stateid","Stateid",0,"numeric"
"4","state","State name",1,"character"
"5","metrocity","Metrocities",0,"numeric"
"6","ssuid","Ssuid",0,"numeric"
"7","residence","Place of residence",0,"numeric"
"8","living_arrangements","Living arrangements",0,"numeric"
"9","mpce_quintile","MPCE quintile",0,"numeric"
"10","stateindividualweight","State level Individual weight",0,"numeric"
"11","indiaindividualweight","India level Individual weight",0,"numeric"
"12","dm001","Name of the Respondent",0,"numeric"
"13","dm002","How satisfied are you",0,"numeric"
"14","dm004_month","Birth month ",0,"numeric"
"15","dm004_year","Birth year",0,"numeric"
"16","dm005","Age at last birthday",0,"numeric"
"17","dm006","Ever attended school",0,"numeric"
"18","dm007","Years of schooling",0,"numeric"
"19","dm008","Highest level of education",0,"numeric"
"20","dm009","Can read & write?",0,"numeric"
"21","dm009a","Can read a sentence?",0,"numeric"
"22","dm010","Religion ",0,"numeric"
"23","dm010_other","Religion of R - other",1,"character"
"24","dm010a","Frequency of doing pooja or prayer",0,"numeric"
"25","dm010b","Frequency of doing religious activities",0,"numeric"
"26","dm010c","Frequency of involving  in any religious gathering",0,"numeric"
"27","dm011","Importance of religion ",0,"numeric"
"28","dm012","Caste ",0,"numeric"
"29","dm013","Caste Category",0,"numeric"
"30","dm013_other",NA,1,"character"
"31","dm014","Mother tongue ",0,"numeric"
"32","dm014_other",NA,1,"character"
"33","dm015","Other languages",0,"numeric"
"34","dm015_other","Languages spoken -other",1,"character"
"35","dm015s1","Other language- Assamese",0,"numeric"
"36","dm015s2","Other language- Bengali",0,"numeric"
"37","dm015s3","Other language- Gujarati",0,"numeric"
"38","dm015s4","Other language- Hindi",0,"numeric"
"39","dm015s5","Other language- Kannada",0,"numeric"
"40","dm015s6","Other language- Kashmiri",0,"numeric"
"41","dm015s7","Other language- Konkani",0,"numeric"
"42","dm015s8","Other language- Malayalam",0,"numeric"
"43","dm015s9","Other language- Manipuri",0,"numeric"
"44","dm015s10","Other language- Marathi",0,"numeric"
"45","dm015s11","Other language- Nepali",0,"numeric"
"46","dm015s12","Other language- Oriya",0,"numeric"
"47","dm015s13","Other language- Punjabi",0,"numeric"
"48","dm015s14","Other language- Rajasthani",0,"numeric"
"49","dm015s15","Other language- Sindhi",0,"numeric"
"50","dm015s16","Other language- Tamil",0,"numeric"
"51","dm015s17","Other language- Telugu",0,"numeric"
"52","dm015s18","Other language- Urdu",0,"numeric"
"53","dm015s19","Other language- English",0,"numeric"
"54","dm015s20","Other languages, please specify dm015_other",0,"numeric"
"55","dm015s21","Other languages- none",0,"numeric"
"56","dm016","Since how many years living continuously in this area",0,"numeric"
"57","dm017_country","Place of birth-country",0,"numeric"
"58","dm017_district","Place of birth-district",0,"numeric"
"59","dm017_state","Place of birth-state",0,"numeric"
"60","dm017_villagetown","Place of birth-village/town",0,"numeric"
"61","dm018_country","Place of last residence-country",0,"numeric"
"62","dm018_district","Place of last residence-district",0,"numeric"
"63","dm018_same","Same as dm017",0,"numeric"
"64","dm018_sames","Same as dm017",0,"numeric"
"65","dm018_state","Place of last residence-state",0,"numeric"
"66","dm018_villagetown","Place of last residence-village/town",0,"numeric"
"67","dm019_country","Lived most of your childhood-Country",0,"numeric"
"68","dm019_district","Lived most of your childhood-distirct",0,"numeric"
"69","dm019_same","Same as dm017 / dm018",0,"numeric"
"70","dm019_state","Lived most of your childhood-state",0,"numeric"
"71","dm019_villagetown","Lived most of your childhood-village/town",0,"numeric"
"72","dm020_country","Lived most of your adult life-country",0,"numeric"
"73","dm020_district","Lived most of your adult life-district",0,"numeric"
"74","dm020_same","Same as dm017 / dm018/dm019",0,"numeric"
"75","dm020_state","Lived most of your adult life-state",0,"numeric"
"76","dm020_villagetown"," Lived most of your adult life-village/town ",0,"numeric"
"77","dm021","Current Marital Status",0,"numeric"
"78","dm021a_months","Time of Widowed/Divorce/Separated/Deserted- months",0,"numeric"
"79","dm021a_year","Time of Widowed/Divorce/Separated/Deserted- year",0,"numeric"
"80","dm022","Currently have one spouse or more than one spouse",0,"numeric"
"81","dm023","In total how many spouse do you have",0,"numeric"
"82","dm024_1","Household member ID of spouse-1",0,"numeric"
"83","dm024_2","Household member ID of spouse-2",0,"numeric"
"84","dm024_3","Household member ID of spouse-3",0,"numeric"
"85","dm024_4","Household member ID of spouse-4",0,"numeric"
"86","dm024_5","Household member ID of spouse-5",0,"numeric"
"87","dm024_6","Household member ID of spouse-6",0,"numeric"
"88","dm025_1","Spouse living with you or staying elsewhere",0,"numeric"
"89","dm025_2","Spouse living with you or staying elsewhere",0,"numeric"
"90","dm025_3","Spouse living with you or staying elsewhere",0,"numeric"
"91","dm025_4","Spouse living with you or staying elsewhere",0,"numeric"
"92","dm025_5","Spouse living with you or staying elsewhere",0,"numeric"
"93","dm026_months_1","Not living with your spouse-month",0,"numeric"
"94","dm026_months_2","Not living with your spouse-month",0,"numeric"
"95","dm026_months_3","Not living with your spouse-month",0,"numeric"
